abundance	exp_mass	formula	class	group	C	H	O	N	S	P	Cl	neutral_mass	theor_mass	err_ppm	AE_ppm	NM	KM	KMD	DBE	O_C	H_C	DBEO	max_LA	actual_LA	rule_13	max_H	H_test	normalization		round_norm
7425655	159.0298962	C6H8O5	O5	CHO	6	8	5	0	0	0	0	160.0371727	159.0298969	-0.004249959	0.004249959	159	158.852322	0.147677968	3	0.833333333	1.333333333	-2	12.3105518	11	0.8935424	14	0.571428571	3.87339E-05	2.316563827	2
6650527	159.0451422	C10H8O2	O2	CHO	10	8	2	0	0	0	0	160.0524187	159.045153	-0.067540781	0.067540781	159	158.867551	0.132448989	7	0.2	0.8	5	12.31172535	12	0.974680612	22	0.363636364	3.46907E-05	2.074748999	2
4857560	159.0662732	C7H12O4	O4	CHO	7	12	4	0	0	0	0	160.0735497	159.0662824	-0.057335202	0.057335202	159	158.8886584	0.11134158	2	0.571428571	1.714285714	-2	12.31335068	11	0.893339294	16	0.75	2.53382E-05	1.515401373	2
8393472	159.0815392	C11H12O	O	CHO	11	12	1	0	0	0	0	160.0888157	159.0815386	0.004324106	0.004324106	159	158.9039074	0.096092623	6	0.090909091	1.090909091	5	12.31452423	12	0.974459084	24	0.5	4.37823E-05	2.618491381	3
6110456	160.0403954	C9H7NO2	NO2	CHNO	9	7	2	1	0	0	0	161.0476719	160.040402	-0.040842412	0.040842412	160	159.8616929	0.13830709	7	0.222222222	0.777777778	5	12.38828296	12	0.968657242	20	0.35	3.18736E-05	1.906264341	2
4259161	160.0767775	C10H11NO	NO	CHNO	10	11	1	1	0	0	0	161.0840539	160.0767875	-0.062546676	0.062546676	160	159.8980343	0.101965707	6	0.1	1.1	5	12.39108184	12	0.968438442	22	0.5	2.22168E-05	1.328720268	1
3721880	160.9759456	C4H3N2O3Cl	N2O3Cl	CHNOCl	4	3	3	2	0	0	1	161.9832221	160.9759435	0.01306208	0.01306208	161	160.7961985	0.203801538	4	0.75	0.75	1	12.46024769	10	0.802552264	10	0.3	1.94142E-05	1.161106	1
6659863	161.0244207	C9H6O3	O3	CHO	9	6	3	0	0	0	0	162.0316971	161.0244176	0.018793041	0.018793041	161	160.8446193	0.155380655	7	0.333333333	0.666666667	4	12.46397647	12	0.962774603	20	0.3	3.47394E-05	2.077661528	2
15824757	161.0608127	C10H10O2	O2	CHO	10	10	2	0	0	0	0	162.0680891	161.0608031	0.058909645	0.058909645	161	160.8809707	0.119029283	6	0.2	1	4	12.46677535	12	0.962558453	22	0.454545455	8.25456E-05	4.936811585	5
22321108	161.0971897	C11H14O	O	CHO	11	14	1	0	0	0	0	162.1044661	161.0971886	0.006475304	0.006475304	161	160.9173071	0.082692895	5	0.090909091	1.272727273	4	12.46957424	12	0.9623424	24	0.583333333	0.000116432	6.963462666	7
5169456	162.0197179	C8H5NO3	NO3	CHNO	8	5	3	1	0	0	0	163.0269943	162.0196666	0.314534214	0.314534214	162	161.8388052	0.161194805	7	0.375	0.625	4	12.54053408	12	0.956897045	18	0.277777778	2.69651E-05	1.612702822	2
9681294	162.0560529	C9H9NO2	NO2	CHNO	9	9	2	1	0	0	0	163.0633293	162.0560521	0.004782564	0.004782564	162	161.8750996	0.12490037	6	0.222222222	1	4	12.54333296	12	0.956683525	20	0.45	5.04999E-05	3.020250129	3
15457123	163.0400731	C9H8O3	O3	CHO	9	8	3	0	0	0	0	164.0473495	163.0400677	0.032932586	0.032932586	163	162.8580211	0.14197893	6	0.333333333	0.888888889	3	12.61902647	12	0.95094499	20	0.4	8.0628E-05	4.822121685	5
3632511	163.0513021	C8H8N2O2	N2O2	CHNO	8	8	2	2	0	0	0	164.0585785	163.0513011	0.006170662	0.006170662	163	162.8692375	0.130762466	6	0.25	1	4	12.61989058	12	0.950879877	18	0.444444444	1.8948E-05	1.133225767	1
28044224	163.0764551	C10H12O2	O2	CHO	10	12	2	0	0	0	0	164.0837315	163.0764532	0.011608747	0.011608747	163	162.8943625	0.105637547	5	0.2	1.2	3	12.62182536	12	0.950734118	22	0.545454545	0.000146285	8.748889473	9
4178396	163.0876801	C9H12N2O	N2O	CHNO	9	12	1	2	0	0	0	164.0949565	163.0876866	-0.039521919	0.039521919	163	162.9055749	0.094425078	5	0.111111111	1.333333333	4	12.62268946	12	0.950669034	20	0.6	2.17955E-05	1.303524204	1
59141148	163.1128391	C11H16O	O	CHO	11	16	1	0	0	0	0	164.1201155	163.1128387	0.002480562	0.002480562	163	162.9307058	0.069294166	4	0.090909091	1.454545455	3	12.62462424	12	0.95052334	24	0.666666667	0.000308494	18.45012246	18
8439081	164.0353193	C8H7NO3	NO3	CHNO	8	7	3	1	0	0	0	165.0425957	164.0353166	0.015965526	0.015965526	164	163.852156	0.147844023	6	0.375	0.875	3	12.69558408	12	0.945210549	18	0.388888889	4.40202E-05	2.632719911	3
12381572	164.0717073	C9H11NO2	NO2	CHNO	9	11	2	1	0	0	0	165.0789837	164.0717022	0.031120233	0.031120233	164	163.8885034	0.111496646	5	0.222222222	1.222222222	3	12.69838297	12	0.945002212	20	0.55	6.45852E-05	3.862649397	4
3900895	164.1081283	C10H15NO	NO	CHNO	10	15	1	1	0	0	0	165.1154047	164.1080877	0.246128505	0.246128505	164	163.9248837	0.075116306	4	0.1	1.5	3	12.70118185	12	0.944793968	22	0.681818182	2.0348E-05	1.216952881	1
9537189	165.0193385	C8H6O4	O4	CHO	8	6	4	0	0	0	0	166.0266149	165.0193322	0.037690549	0.037690549	165	164.8350764	0.164923581	6	0.5	0.75	2	12.77127759	12	0.939608423	18	0.333333333	4.97482E-05	2.975294037	3
30916350	165.0557165	C9H10O3	O3	CHO	9	10	3	0	0	0	0	166.0629929	165.0557177	-0.007467428	0.007467428	165	164.8714138	0.128586194	5	0.333333333	1.111111111	2	12.77407648	12	0.939402549	20	0.5	0.000161267	9.644899751	10
5808921	165.0669355	C8H10N2O2	N2O2	CHNO	8	10	2	2	0	0	0	166.0742119	165.0669511	-0.094115869	0.094115869	165	164.8826203	0.117379719	5	0.25	1.25	3	12.77494058	12	0.939339007	18	0.555555556	3.03007E-05	1.812195188	2
36691800	165.0921085	C10H14O2	O2	CHO	10	14	2	0	0	0	0	166.099385	165.0921032	0.031681285	0.031681285	165	164.9077652	0.092234822	4	0.2	1.4	2	12.77687536	12	0.939196765	22	0.636363636	0.000191393	11.44665307	11
6956975	165.1284935	C11H18O	O	CHO	11	18	1	0	0	0	0	166.13577	165.1284887	0.028678626	0.028678626	165	164.9441096	0.055890442	3	0.090909091	1.636363636	2	12.77967425	12	0.93899107	24	0.75	3.62892E-05	2.170350848	2
3866632	166.0146117	C7H5NO4	NO4	CHNO	7	5	4	1	0	0	0	167.0218881	166.0145812	0.182551693	0.182551693	166	165.8292383	0.170761704	6	0.571428571	0.714285714	2	12.8478352	12	0.934009489	16	0.3125	2.01693E-05	1.206263935	1
14788702	166.0509677	C8H9NO3	NO3	CHNO	8	9	3	1	0	0	0	167.0582442	166.0509667	0.0059406	0.0059406	166	165.8655537	0.134446292	5	0.375	1.125	2	12.85063409	12	0.933806061	18	0.5	7.71413E-05	4.613595985	5
7352501	166.0873467	C9H13NO2	NO2	CHNO	9	13	2	1	0	0	0	167.0946232	166.0873522	-0.032947028	0.032947028	166	165.9018921	0.098107906	4	0.222222222	1.444444444	2	12.85343297	12	0.933602721	20	0.65	3.83524E-05	2.293742148	2
3969347	167.0172779	C8H8O2S	O2S	CHOS	8	8	2	0	1	0	0	168.0245544	167.0172238	0.322131297	0.322131297	167	166.8307849	0.169215081	5	0.25	1	3	12.92496156	11	0.851066361	18	0.444444444	2.0705E-05	1.238307688	1
17531244	167.0350059	C8H8O4	O4	CHO	8	8	4	0	0	0	0	168.0422824	167.0349823	0.140530539	0.140530539	167	166.8484931	0.151506873	5	0.5	1	1	12.9263276	12	0.928337914	18	0.444444444	9.14471E-05	5.469180252	5
6945158	167.0462249	C7H8N2O3	N2O3	CHNO	7	8	3	2	0	0	0	168.0535014	167.0462157	0.054892739	0.054892739	167	166.8596996	0.140300397	5	0.428571429	1.142857143	2	12.9271917	12	0.92827586	16	0.5	3.62276E-05	2.166664327	2
36434368	167.0713569	C9H12O3	O3	CHO	9	12	3	0	0	0	0	168.0786334	167.0713678	-0.064747259	0.064747259	167	166.8848035	0.115196455	4	0.333333333	1.333333333	1	12.92912648	12	0.928136949	20	0.6	0.00019005	11.36634263	11
